fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage,precio_competencia,descuento_porcentaje,ratio_precio,año,mes,dia,dia_semana,fin_de_semana,semana_año,trimestre,inicio_mes,fin_mes,es_festivo,es_blackfriday,es_cybermonday,es_laborable
2021-10-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,6,118.36,710.16,82.96,111.88,97.43,97.42333333333333,2.921739130434782,1.2149040270982312,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,136.82,1368.2,112.56,108.61,115.58,112.25,1.3481481481481432,1.2188864142538975,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,84.93,169.86,79.79,78.44,80.11,79.44666666666667,-0.08235294117646255,1.069019048418226,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,75.42,150.84,72.6,67.29,74.45,71.44666666666666,0.5600000000000023,1.0556125781468697,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.87,71.74,37.71,33.6,33.07,34.79333333333333,2.485714285714278,1.0309446254071661,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,65.51,131.02,70.47,58.07,64.83,64.45666666666666,0.7846153846153925,1.0163417282929101,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,70.98,141.96,69.52,65.53,70.86,68.63666666666667,1.4000000000000057,1.0341411296197367,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.6,133.2,65.86,60.24,66.94,64.34666666666666,2.461538461538453,1.0350186489846664,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,392.31,784.62,371.7,329.98,350.87,350.8500000000001,-1.9224999999999997,1.1181701581872592,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,174.92,349.84,173.54,147.89,159.04,160.15666666666664,-0.04571428571429286,1.0921805731887528,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.32,132.96,48.84,40.24,44.61,44.56333333333333,-1.5111111111111104,0.9945396065524722,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,55.05,165.15,52.5,50.6,56.64,53.24666666666667,0.09090909090908574,1.0338675347439588,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.79,49.58,23.22,23.05,26.02,24.096666666666664,-0.8400000000000034,1.0287729976483608,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.74,79.48,42.91,36.42,39.05,39.46,-0.649999999999995,1.0070957932083122,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.22,462.66,133.45,142.28,131.29,135.67333333333332,2.8133333333333326,1.1367008992187118,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,821.29,1642.58,732.48,697.0,775.73,735.07,-1.04939759036145,1.1172949515012174,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,1,96.56,96.56,92.12,86.48,99.31,92.63666666666667,1.6421052631578972,1.0423518405239105,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.21,136.42,67.32,65.57,66.62,66.50333333333333,-2.5571428571428663,1.0256628740414013,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,1,107.82,107.82,110.29,101.32,108.45,106.68666666666667,-1.9818181818181881,1.010623008185965,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.58,163.16,77.57,71.76,78.48,75.93666666666667,1.9749999999999979,1.074316316228436,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.46,647.3,127.72,106.44,118.27,117.47666666666667,-0.41538461538460925,1.1020060721277984,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.25,20.25,19.38,17.45,19.82,18.883333333333333,1.25,1.0723742277140336,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.3,34.3,34.3,33.16,34.42,33.96,-2.000000000000008,1.0100117785630152,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-25,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.92,49.92,46.96,44.19,50.44,47.196666666666665,-0.1599999999999966,1.0577018150999364,2021,10,25,0,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,117.37,938.96,84.25,110.88,94.66,96.59666666666665,2.0608695652173954,1.215052279236689,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,137.98,1379.8,112.78,106.81,119.42,113.00333333333333,2.2074074074074,1.221025928438689,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,83.5,167.0,89.14,75.61,87.75,84.16666666666667,-1.7647058823529411,0.9920792079207921,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.01,146.02,80.4,66.77,70.63,72.60000000000001,-2.6533333333333267,1.0056473829201102,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.07,70.14,33.73,31.96,36.45,34.04666666666667,0.20000000000000082,1.0300567848051694,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.69,133.38,66.73,60.05,63.9,63.56,2.5999999999999965,1.0492448080553807,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.23,138.46,69.47,64.38,74.12,69.32333333333334,-1.0999999999999943,0.998653651969034,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.63,127.26,66.94,59.37,66.94,64.41666666666667,-2.1076923076923038,0.9877878395860284,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,411.68,823.36,374.49,331.24,355.38,353.7033333333334,2.9200000000000017,1.1639132606421576,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,178.86,178.86,172.21,150.29,161.21,161.23666666666668,2.2057142857142935,1.10930102747514,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.88,89.76,46.86,40.42,43.89,43.723333333333336,-0.266666666666661,1.0264542197148738,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,55.55,222.2,55.83,50.32,55.73,53.96,0.9999999999999948,1.029466271312083,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.46,48.92,24.73,22.89,26.7,24.773333333333337,-2.1599999999999966,0.9873519913885898,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,40.42,80.84,37.67,36.83,41.61,38.70333333333333,1.0500000000000043,1.04435449143054,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.23,462.69,135.98,142.6,130.5,136.35999999999999,2.819999999999993,1.1310501613376358,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,827.2,1654.4,747.29,713.33,766.45,742.3566666666666,-0.337349397590356,1.1142891781578488,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,97.1,194.2,98.36,87.45,93.36,93.05666666666667,2.2105263157894677,1.0434502274599704,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,1,71.42,71.42,69.49,64.56,70.56,68.20333333333333,2.028571428571431,1.0471628952641612,2021,10,26,1,0,43,4,0,1,0,0,0,1
